,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Assay Type,Assay Description,Assay Organism,Assay Variant Mutation,Target Name,Target Organism,Document Journal,pChEMBL,Canonical_Smiles
2343,CHEMBL2204571,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1Cn1nnnc1Sc1ccccc1)[C@H](C)OCC#CC#CCO[C@@H](C)[C@H](NC(=O)[C@H](C)NC)C(=O)N1CCC[C@H]1Cn1nnnc1Sc1ccccc1,IC50,'=',175.0,nM,6.76,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,6.756961951313706,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1Cn1nnnc1Sc1ccccc1)[C@H](C)OCC#CC#CCO[C@@H](C)[C@H](NC(=O)[C@H](C)NC)C(=O)N1CCC[C@H]1Cn1nnnc1Sc1ccccc1
11326,CHEMBL1630420,COc1ccc([C@@H]2[C@@H](c3ccc(O)cc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,IC50,'=',176.4,nM,6.75,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.753501419204199,COc1ccc([C@@H]2[C@@H](c3ccc(O)cc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
14351,CHEMBL5085629,C=C1C(=O)C2=C[C@H]1CCC(=O)[C@@]1(C)[C@H](C[C@H]2O)C(C)(C)CC[C@H]1OC(C)=O,IC50,'=',177.0,nM,6.75,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 96 hrs by MTT method,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.752026733638194,C=C1C(=O)C2=C[C@H]1CCC(=O)[C@@]1(C)[C@H](C[C@H]2O)C(C)(C)CC[C@H]1OC(C)=O
11407,CHEMBL4061326,C=C(c1ccc([Se]C)cc1)c1cc(OC)c(OC)c(OC)c1,IC50,'=',178.0,nM,6.75,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.749579997691106,C=C(c1ccc([Se]C)cc1)c1cc(OC)c(OC)c(OC)c1
2609,CHEMBL2397819,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cnc3ccccc3n2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cnc3ccccc3n1)COC(=O)[C@H](C(C)C)N(C)C2=O,IC50,'=',178.0,nM,6.75,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.749579997691106,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cnc3ccccc3n2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cnc3ccccc3n1)COC(=O)[C@H](C(C)C)N(C)C2=O
11168,CHEMBL1766247,COc1ccc([C@@H]2[C@@H](c3cccs3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,IC50,'=',180.0,nM,6.75,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,6.7447274948966935,COc1ccc([C@@H]2[C@@H](c3cccs3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
3495,CHEMBL3327108,COc1ccc(CNC2=C3C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC2=O)C3=O)cc1,IC50,'=',180.0,nM,6.75,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.7447274948966935,COc1ccc(CNC2=C3C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC2=O)C3=O)cc1
6279,CHEMBL3327125,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCc3ccc(OC(F)(F)F)cc3)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,IC50,'=',180.0,nM,6.75,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.7447274948966935,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCc3ccc(OC(F)(F)F)cc3)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O
10779,CHEMBL4167081,CCn1c(=O)/c(=C2\Sc3ccc(C)cc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1OC(F)(F)F.[Cl-],IC50,'=',180.0,nM,6.75,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.7447274948966935,CCn1c(=O)/c(=C2\Sc3ccc(C)cc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1OC(F)(F)F.[Cl-]
5031,CHEMBL4168736,CCn1c(=O)/c(=C2\Sc3cc(Br)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccc(C(F)(F)F)o1.[Cl-],IC50,'=',180.0,nM,6.75,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.7447274948966935,CCn1c(=O)/c(=C2\Sc3cc(Br)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccc(C(F)(F)F)o1.[Cl-]
1621,CHEMBL4166144,COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,IC50,'=',180.0,nM,6.75,,F,Cytotoxicity against human MDA-MB-231 cells after 96 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.7447274948966935,COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
9670,CHEMBL4166694,CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1Cl.[Cl-],IC50,'=',180.0,nM,6.75,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.7447274948966935,CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1Cl.[Cl-]
16695,CHEMBL2338269,COc1cc2c(cc1OC)[C@@H]1[C@@H]3Cc4cc(OC)c(OC)cc4[C@H](CNC(=O)/C=C/c4ccc(-c5ccccn5)cc4)N3[C@@H](C#N)[C@H](C2)N1C,IC50,'=',180.0,nM,6.75,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.7447274948966935,COc1cc2c(cc1OC)[C@@H]1[C@@H]3Cc4cc(OC)c(OC)cc4[C@H](CNC(=O)/C=C/c4ccc(-c5ccccn5)cc4)N3[C@@H](C#N)[C@H](C2)N1C
17033,CHEMBL4289248,COc1ccc([C@H]2[C@@H](CO)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,IC50,'=',182.0,nM,6.74,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.739928612014925,COc1ccc([C@H]2[C@@H](CO)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
13076,CHEMBL4578019,COc1ccc(/C=C(\C)C(=O)c2cc(Cl)nc3ccccc23)cc1O,IC50,'=',183.0,nM,6.74,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.73754891026957,COc1ccc(/C=C(\C)C(=O)c2cc(Cl)nc3ccccc23)cc1O
6261,CHEMBL4754817,CC[C@@]1(OC(=O)CNC(=S)NC(=O)C2CCCCC2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,IC50,'=',183.7,nM,6.74,,F,Cytotoxicity against human MDA-MB-231 cells assessed as growth inhibition measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.735890843694191,CC[C@@]1(OC(=O)CNC(=S)NC(=O)C2CCCCC2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
13969,CHEMBL5076761,C=C1C(=O)C2=C[C@H]1CCC(=O)[C@]1(C)[C@H](O)CCC(C)(C)[C@H]1C[C@H]2OC,IC50,'=',185.0,nM,6.73,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 96 hrs by MTT method,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.732828271596986,C=C1C(=O)C2=C[C@H]1CCC(=O)[C@]1(C)[C@H](O)CCC(C)(C)[C@H]1C[C@H]2OC
2306,CHEMBL4167665,COC(=O)CCCC(=O)Nc1cc(N(C)c2cc(C)nc3ccccc23)ccc1OC,IC50,'=',185.5,nM,6.73,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.731656086048935,COC(=O)CCCC(=O)Nc1cc(N(C)c2cc(C)nc3ccccc23)ccc1OC
6520,CHEMBL4791669,Cc1ccc(NC(=O)c2cc(C(C)(C)C)on2)cc1C#Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12,IC50,'=',188.0,nM,6.73,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.72584215073632,Cc1ccc(NC(=O)c2cc(C(C)(C)C)on2)cc1C#Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12
16693,CHEMBL4797174,COc1ccc([C@H]2[C@H](CNC(=O)C(C)C)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,IC50,'=',188.0,nM,6.73,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.72584215073632,COc1ccc([C@H]2[C@H](CNC(=O)C(C)C)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
17640,CHEMBL359744,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,IC50,'=',190.0,nM,6.72,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.721246399047171,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl
2128,CHEMBL3354646,COc1cc(/C=C/C(=O)NCCCCCCNC2=C3C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC2=O)C3=O)cc(OC)c1OC,IC50,'=',190.0,nM,6.72,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.721246399047171,COc1cc(/C=C/C(=O)NCCCCCCNC2=C3C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC2=O)C3=O)cc(OC)c1OC
14189,CHEMBL4785582,COc1ccccc1-c1csc2cnc(Nc3ccc(C(=O)NC4CCNCC4)c(F)c3)nc12,IC50,'=',190.0,nM,6.72,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.721246399047171,COc1ccccc1-c1csc2cnc(Nc3ccc(C(=O)NC4CCNCC4)c(F)c3)nc12
4511,CHEMBL1766130,COc1ccc([C@@H]2C(c3cccs3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1,IC50,'=',190.0,nM,6.72,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,6.721246399047171,COc1ccc([C@@H]2C(c3cccs3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1
668,CHEMBL43453,[Cl-].c1ccc2c(c1)Nc1cccc3cc4[n+](c-2c13)CCC4,IC50,'=',190.0,nM,6.72,,F,"Inhibitory activity against MDA-231 cell line using MTT assay (ER-,EGFR+,mutant p53)",Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.721246399047171,[Cl-].c1ccc2c(c1)Nc1cccc3cc4[n+](c-2c13)CCC4
13396,CHEMBL4277924,C=C1C(=O)N(c2cc(OC)c(OC)c(OC)c2)[C@H]1c1ccc(C)cc1,IC50,'=',193.0,nM,6.71,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.714442690992226,C=C1C(=O)N(c2cc(OC)c(OC)c(OC)c2)[C@H]1c1ccc(C)cc1
8994,CHEMBL4467493,COc1ccc(/C=C(\C)C(=O)c2cc(Cl)nc(Cl)c2)cc1O,IC50,'=',195.0,nM,6.71,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.709965388637482,COc1ccc(/C=C(\C)C(=O)c2cc(Cl)nc(Cl)c2)cc1O
15184,CHEMBL4592355,COc1ccc(/C=C/C(=O)c2cc(C)nc3ccccc23)cc1N,IC50,'=',195.0,nM,6.71,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.709965388637482,COc1ccc(/C=C/C(=O)c2cc(C)nc3ccccc23)cc1N
14158,CHEMBL1934452,CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(CO)[C@H]4CC[C@]23C)C1,IC50,'=',200.0,nM,6.7,,F,Cytotoxicity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Nat Prod,6.698970004336019,CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(CO)[C@H]4CC[C@]23C)C1
9480,CHEMBL4171859,CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1C.[Cl-],IC50,'=',200.0,nM,6.7,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.698970004336019,CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1C.[Cl-]
12438,CHEMBL2338287,COc1cc2c(cc1OC)[C@@H]1[C@@H]3Cc4cc(OC)c(OC)cc4[C@H](CNC(=O)/C=C/c4ccc(C(C)(C)C)cc4)N3[C@@H](C#N)[C@H](C2)N1C,IC50,'=',200.0,nM,6.7,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.698970004336019,COc1cc2c(cc1OC)[C@@H]1[C@@H]3Cc4cc(OC)c(OC)cc4[C@H](CNC(=O)/C=C/c4ccc(C(C)(C)C)cc4)N3[C@@H](C#N)[C@H](C2)N1C
5989,CHEMBL4443455,O=C(Nc1cccc(-c2nc(-c3ccc(NC(=O)c4cccnc4)cc3Cl)no2)c1)Nc1ccc(NC(=O)C2CC2)c(C(F)(F)F)c1,IC50,'=',200.0,nM,6.7,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.698970004336019,O=C(Nc1cccc(-c2nc(-c3ccc(NC(=O)c4cccnc4)cc3Cl)no2)c1)Nc1ccc(NC(=O)C2CC2)c(C(F)(F)F)c1
12054,CHEMBL4439513,CCOc1ccccc1NC(=O)c1ccc(C)c(S(=O)(=O)Nc2ccc(C)cc2)c1,IC50,'=',200.0,nM,6.7,,F,Antiproliferative activity against human MDA-MB-231 cells expressing NRP1 assessed as cell viability measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,6.698970004336019,CCOc1ccccc1NC(=O)c1ccc(C)c(S(=O)(=O)Nc2ccc(C)cc2)c1
8875,CHEMBL4168497,CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1Br.[Cl-],IC50,'=',200.0,nM,6.7,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.698970004336019,CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1Br.[Cl-]
1996,CHEMBL4175490,CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccsc1Br.[Cl-],IC50,'=',200.0,nM,6.7,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.698970004336019,CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccsc1Br.[Cl-]
10817,CHEMBL1210731,Cc1ccccc1NC(=O)CN1CCN(c2nnc(Cc3ccncc3)c3ccccc23)CC1,IC50,'=',200.0,nM,6.7,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.698970004336019,Cc1ccccc1NC(=O)CN1CCN(c2nnc(Cc3ccncc3)c3ccccc23)CC1
9738,CHEMBL1806624,COc1cc([C@@H](CC=C(C)C)OC(=O)C2CCOC2)c(OC)c2c1C(=O)C=CC2=O,IC50,'=',200.0,nM,6.7,,F,Antitumor activity against human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.698970004336019,COc1cc([C@@H](CC=C(C)C)OC(=O)C2CCOC2)c(OC)c2c1C(=O)C=CC2=O
4851,CHEMBL1806621,COc1cc([C@@H](CC=C(C)C)OC(=O)CC(C)(C)O)c(OC)c2c1C(=O)C=CC2=O,IC50,'=',200.0,nM,6.7,,F,Antitumor activity against human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.698970004336019,COc1cc([C@@H](CC=C(C)C)OC(=O)CC(C)(C)O)c(OC)c2c1C(=O)C=CC2=O
6257,CHEMBL4780383,CC[C@H](C)[C@H](NC(=S)NC(=O)c1ccc(F)cc1)C(=O)O[C@]1(CC)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,IC50,'=',200.4,nM,6.7,,F,Cytotoxicity against human MDA-MB-231 cells assessed as growth inhibition measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.698102282804792,CC[C@H](C)[C@H](NC(=S)NC(=O)c1ccc(F)cc1)C(=O)O[C@]1(CC)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
5393,CHEMBL4557538,Cc1cc(C)c(CNc2nc(Cl)nc3c2ncn3C2CCCC2)c(=O)[nH]1,IC50,'=',200.5,nM,6.7,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.697885623043799,Cc1cc(C)c(CNc2nc(Cl)nc3c2ncn3C2CCCC2)c(=O)[nH]1
12892,CHEMBL4781104,Cc1ccc(NC(=O)c2cc(C(F)(F)F)ccc2F)cc1C#Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12,IC50,'=',201.0,nM,6.7,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.696803942579511,Cc1ccc(NC(=O)c2cc(C(F)(F)F)ccc2F)cc1C#Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12
2888,CHEMBL4744610,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(Br)c2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,IC50,'=',201.5,nM,6.7,,F,Cytotoxicity against human MDA-MB-231 cells assessed as growth inhibition measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.695724949522872,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(Br)c2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
9350,CHEMBL4764642,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(F)c2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,IC50,'=',202.1,nM,6.69,,F,Cytotoxicity against human MDA-MB-231 cells assessed as growth inhibition measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.694433686484696,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(F)c2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
11992,CHEMBL4470691,C=C(c1ccc2[nH]ccc2c1)c1cc(C)nc2ccccc12,IC50,'=',204.0,nM,6.69,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.690369832574102,C=C(c1ccc2[nH]ccc2c1)c1cc(C)nc2ccccc12
25,CHEMBL4576351,COc1ccc(/C=C(\C)C(=O)c2cc(CO)nc3ccccc23)cc1O,IC50,'=',209.0,nM,6.68,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.679853713888946,COc1ccc(/C=C(\C)C(=O)c2cc(CO)nc3ccccc23)cc1O
318,CHEMBL4168941,CCn1c(=O)/c(=C2\Sc3cccc(C)c3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1.[Cl-],IC50,'=',210.0,nM,6.68,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.6777807052660805,CCn1c(=O)/c(=C2\Sc3cccc(C)c3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1.[Cl-]
7749,CHEMBL1631267,COc1ccc(C2CC(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1,IC50,'=',210.0,nM,6.68,,F,Antiproliferative activity against estrogen receptor deficient human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.6777807052660805,COc1ccc(C2CC(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1
6068,CHEMBL4174224,CCn1c(=O)/c(=C2\Sc3cc(C(C)C)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1OC(F)(F)F.[Cl-],IC50,'=',210.0,nM,6.68,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,6.6777807052660805,CCn1c(=O)/c(=C2\Sc3cc(C(C)C)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1OC(F)(F)F.[Cl-]
5166,CHEMBL575153,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CCNC(=O)c1ccccc1)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1,IC50,'=',210.0,nM,6.68,,F,Cytotoxicity against human MDA-MB-231 cells after 96 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,6.6777807052660805,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CCNC(=O)c1ccccc1)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1
4453,CHEMBL2420711,COc1ccc(C(=O)c2ccc(=O)n(-c3ccccc3C)c2)c(OCc2cn(Cc3cccc(C)c3)nn2)c1,IC50,'=',210.0,nM,6.68,,F,Cytotoxicity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.6777807052660805,COc1ccc(C(=O)c2ccc(=O)n(-c3ccccc3C)c2)c(OCc2cn(Cc3cccc(C)c3)nn2)c1
10769,CHEMBL3114320,CCOC(=O)/C=C/c1ccc(O)c(/C(=C/c2ccc(OC(C)=O)cc2)C(=O)OCC)c1,IC50,'=',210.0,nM,6.68,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,6.6777807052660805,CCOC(=O)/C=C/c1ccc(O)c(/C(=C/c2ccc(OC(C)=O)cc2)C(=O)OCC)c1
9437,CHEMBL2338273,COc1cc2c(cc1OC)[C@@H]1[C@@H]3Cc4cc(OC)c(OC)cc4[C@H](CNC(=O)/C=C/c4cc5ccccc5nc4Cl)N3[C@@H](C#N)[C@H](C2)N1C,IC50,'=',210.0,nM,6.68,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,6.6777807052660805,COc1cc2c(cc1OC)[C@@H]1[C@@H]3Cc4cc(OC)c(OC)cc4[C@H](CNC(=O)/C=C/c4cc5ccccc5nc4Cl)N3[C@@H](C#N)[C@H](C2)N1C
